,ROAD_NO,SPEED_LIMIT,LONGITUDE,LATITUDE,CRASH_DATE,CRASH_TIME,SEVERITY,TOTAL_BIKE_INVOLVED,TOTAL_TRUCK_INVOLVED,TOTAL_HEAVY_TRUCK_INVOLVED,TOTAL_MOTOR_CYCLE_INVOLVED,TOTAL_OTHER_VEHICLES_INVOLVED,TOTAL_PEDESTRIANS_INVOLVED,CRASH_YEAR
350,8130004,50.0,118.576322,-20.310615,28/1/16,1115.0,Medical,0,0,0,0,1,1,16.0
352,1030007,60.0,115.766888,-32.098297,28/1/16,1500.0,Hospital,0,0,0,0,1,0,16.0
353,H564,60.0,115.80285,-31.893691,28/1/16,1915.0,Medical,0,0,0,0,2,0,16.0
354,1101665,70.0,115.77454,-31.717178,28/1/16,1740.0,Medical,0,0,0,0,3,0,16.0
356,H564,60.0,115.80285,-31.893691,28/1/16,1830.0,Medical,0,0,0,0,2,0,16.0
357,H015,80.0,115.857477,-32.016758,28/1/16,650.0,Medical,0,0,0,0,2,0,16.0
358,3021009,50.0,117.885231,-35.015069,28/1/16,1253.0,Medical,0,0,0,0,3,0,16.0
359,H015,80.0,115.847086,-31.963628,28/1/16,1536.0,Medical,0,0,0,1,1,0,16.0
360,8060038,80.0,114.106365,-21.805317,28/1/16,720.0,Hospital,0,0,0,1,0,0,16.0
361,1240096,60.0,115.844374,-31.95405,28/1/16,740.0,Medical,0,0,0,0,1,1,16.0
362,H757,60.0,116.014386,-32.090876,29/1/16,1744.0,Medical,0,0,0,1,0,0,16.0
363,1010001,60.0,115.922254,-32.155269,29/1/16,652.0,Hospital,0,0,0,1,1,0,16.0
364,H032,60.0,115.889382,-32.068914,29/1/16,1520.0,Medical,0,0,0,0,2,0,16.0
366,1120005,60.0,115.924341,-31.888927,29/1/16,1040.0,Medical,0,0,0,0,2,0,16.0
368,1250001,60.0,115.798658,-31.845941,29/1/16,1505.0,Medical,0,0,0,0,2,0,16.0
369,H035,60.0,115.734202,-31.649943,29/1/16,2119.0,Fatal,0,0,0,0,1,0,16.0
370,4260196,50.0,116.459794,-31.536445,29/1/16,1524.0,Fatal,0,0,0,0,1,0,16.0
371,1300287,60.0,115.846627,-31.936418,29/1/16,800.0,Hospital,0,0,0,0,2,0,16.0
372,1040002,60.0,115.931494,-32.049241,29/1/16,720.0,Medical,0,0,0,0,2,0,16.0
373,1030501,70.0,115.842468,-32.079681,29/1/16,700.0,Medical,0,0,0,1,1,0,16.0
375,1300277,40.0,115.86703,-31.942596,29/1/16,1620.0,Medical,0,0,0,0,2,0,16.0
377,1250061,60.0,115.819467,-31.914071,29/1/16,1652.0,Hospital,0,0,0,0,2,0,16.0
378,H014,40.0,115.764157,-32.047264,29/1/16,1600.0,Medical,1,0,0,0,1,0,16.0
379,H035,60.0,115.820935,-31.822258,29/1/16,1500.0,Medical,0,0,0,0,2,0,16.0
380,1040003,60.0,115.970937,-32.066115,30/1/16,1130.0,Medical,0,0,0,0,3,0,16.0
381,H012,60.0,115.872152,-32.042658,30/1/16,1150.0,Medical,0,0,0,0,4,0,16.0
382,H013,60.0,115.79229,-32.034502,30/1/16,1130.0,Medical,0,0,0,0,2,0,16.0
383,H013,60.0,115.877905,-31.980028,30/1/16,905.0,Hospital,0,0,0,0,2,0,16.0
385,1030011,60.0,115.846441,-32.160015,30/1/16,1755.0,Medical,0,0,0,0,2,0,16.0
386,H021,70.0,115.772065,-31.857463,30/1/16,1800.0,Medical,0,0,0,0,2,0,16.0
387,H069,70.0,115.799956,-31.77842,30/1/16,2100.0,Hospital,0,0,0,0,2,0,16.0
388,1090697,70.0,115.884139,-31.853434,30/1/16,1030.0,Medical,0,0,0,1,1,0,16.0
389,1251265,60.0,115.784909,-31.847592,30/1/16,750.0,Medical,0,0,0,0,2,0,16.0
390,1300287,60.0,115.846216,-31.931933,30/1/16,1445.0,Hospital,0,0,0,0,2,0,16.0
391,H012,60.0,115.825662,-32.046106,30/1/16,1100.0,Medical,0,0,0,0,3,0,16.0
392,H576,70.0,115.79901,-31.853969,30/1/16,1500.0,Hospital,0,0,0,1,1,0,16.0
393,H016,80.0,115.795914,-31.842701,30/1/16,2055.0,Hospital,0,0,0,0,1,1,16.0
394,H012,60.0,115.817245,-32.04609,30/1/16,1420.0,Medical,0,0,0,0,2,0,16.0
395,8140030,50.0,117.14192,-20.766393,31/1/16,2000.0,Medical,0,0,0,0,1,1,16.0
397,1140154,60.0,115.891091,-32.05432,31/1/16,1800.0,Medical,1,0,0,0,1,0,16.0
398,1100266,70.0,115.82933,-31.744723,31/1/16,130.0,Hospital,0,0,0,1,1,0,16.0
399,1300280,40.0,115.857326,-31.938144,31/1/16,1255.0,Medical,0,0,0,0,2,0,16.0
400,1080013,60.0,115.973135,-32.235716,31/1/16,1645.0,Medical,0,0,0,0,2,0,16.0
401,1092147,60.0,115.968563,-31.780251,31/1/16,1730.0,Medical,0,0,0,0,1,0,16.0
403,H018,70.0,116.015402,-31.94333,31/1/16,1412.0,Medical,0,0,0,0,1,0,16.0
404,1090318,70.0,116.050691,-31.791372,1/2/16,1251.0,Medical,0,0,0,1,0,0,16.0
405,H018,70.0,116.014674,-31.916192,1/2/16,1528.0,Hospital,0,0,0,0,2,0,16.0
406,H001,50.0,115.977573,-32.048562,1/2/16,830.0,Hospital,0,0,0,0,2,0,16.0
407,1250061,60.0,115.819467,-31.914071,1/2/16,1515.0,Medical,0,0,0,0,2,0,16.0
408,H014,40.0,115.759782,-32.003979,1/2/16,955.0,Medical,0,0,0,0,2,0,16.0
409,H032,60.0,115.776277,-32.063321,1/2/16,1845.0,Medical,0,0,0,0,2,0,16.0
410,H006,50.0,116.015656,-31.840738,1/2/16,940.0,Medical,0,0,0,0,2,0,16.0
411,H028,60.0,115.905066,-31.887819,1/2/16,2015.0,Medical,0,0,0,0,2,0,16.0
412,H012,60.0,115.798993,-32.04828,1/2/16,1130.0,Medical,0,0,0,0,3,0,16.0
413,1250129,60.0,115.855122,-31.859979,1/2/16,900.0,Medical,0,0,0,0,3,0,16.0
415,H007,50.0,114.624765,-28.785713,1/2/16,1320.0,Medical,0,0,1,0,1,0,16.0
416,H036,60.0,115.758094,-31.913731,2/2/16,900.0,Medical,0,0,0,0,2,0,16.0
417,3050004,50.0,117.363499,-34.976382,2/2/16,2145.0,Hospital,0,0,0,0,1,0,16.0
418,1190003,60.0,115.814926,-32.06617,2/2/16,1535.0,Medical,0,0,0,0,2,0,16.0
420,H019,60.0,116.008211,-31.917411,2/2/16,1700.0,Medical,0,0,0,0,2,0,16.0
421,H028,60.0,115.889072,-31.887506,2/2/16,1340.0,Medical,0,0,0,0,2,0,16.0
424,H029,60.0,115.762242,-31.827311,3/2/16,815.0,Medical,0,0,0,0,0,0,16.0
425,H035,60.0,115.689924,-31.569879,3/2/16,2000.0,Medical,0,0,0,0,1,0,16.0
426,H053,50.0,117.136233,-32.950185,3/2/16,740.0,Medical,0,1,0,1,0,0,16.0
427,H001,50.0,116.714971,-32.9072,3/2/16,639.0,Fatal,0,0,1,0,1,0,16.0
429,H002,60.0,115.774965,-32.244639,3/2/16,555.0,Medical,0,0,0,0,2,0,16.0
431,H015,80.0,115.836007,-32.293497,3/2/16,1215.0,Medical,0,0,0,0,2,0,16.0
432,1040026,70.0,115.925863,-32.092926,3/2/16,1650.0,Medical,0,1,0,0,2,0,16.0
433,H001,50.0,115.914475,-31.996148,3/2/16,1230.0,Hospital,0,0,0,1,1,0,16.0
434,H023,70.0,115.858467,-32.127907,3/2/16,1255.0,Medical,0,0,0,0,1,0,16.0
435,H036,60.0,115.757169,-31.926865,3/2/16,1645.0,Medical,0,0,0,0,2,0,16.0
436,H036,60.0,115.759857,-32.000922,3/2/16,1730.0,Medical,0,0,0,0,2,0,16.0
438,H035,60.0,115.847328,-31.913778,3/2/16,1820.0,Medical,0,0,0,0,1,0,16.0
439,1250142,60.0,115.815157,-31.861679,3/2/16,1615.0,Hospital,0,0,0,0,2,0,16.0
440,H018,70.0,116.024121,-31.89941,3/2/16,1145.0,Medical,0,1,0,0,1,0,16.0
442,1280569,60.0,115.821041,-31.940756,3/2/16,735.0,Medical,0,0,0,0,2,0,16.0
443,H013,60.0,115.876415,-31.981853,3/2/16,1600.0,Medical,0,0,0,0,2,0,16.0
444,H001,50.0,116.01796,-32.123311,3/2/16,1515.0,Medical,0,0,0,0,2,0,16.0
446,1040003,60.0,115.948465,-32.039828,3/2/16,1534.0,Medical,0,0,0,0,1,0,16.0
450,H017,70.0,115.961969,-32.179781,4/2/16,800.0,Medical,0,0,0,0,2,0,16.0
451,H012,60.0,115.929167,-31.99429,4/2/16,915.0,Medical,0,0,0,0,2,0,16.0
452,H035,60.0,115.847328,-31.913778,4/2/16,1400.0,Medical,0,0,0,0,2,0,16.0
453,H023,70.0,116.012886,-32.147305,4/2/16,950.0,Medical,0,0,0,0,2,0,16.0
454,H013,60.0,115.796716,-32.033468,4/2/16,1750.0,Medical,0,0,0,0,1,0,16.0
455,H013,60.0,115.865611,-31.995074,4/2/16,345.0,Medical,0,0,0,0,2,0,16.0
456,1300277,40.0,115.86703,-31.942596,4/2/16,1315.0,Hospital,0,0,0,2,0,0,16.0
457,H028,60.0,115.828306,-31.888955,4/2/16,1650.0,Medical,0,0,0,0,4,0,16.0
458,1040002,60.0,115.917819,-32.088901,4/2/16,1850.0,Medical,0,0,0,0,2,0,16.0
459,H016,80.0,115.786709,-31.827415,4/2/16,730.0,Medical,0,0,0,0,2,0,16.0
461,H017,70.0,115.983783,-32.115109,4/2/16,940.0,Medical,0,0,0,0,4,0,16.0
462,1070128,70.0,115.758918,-32.363005,4/2/16,1238.0,Medical,0,0,0,0,2,0,16.0
463,H029,60.0,115.759853,-31.815108,4/2/16,2042.0,Hospital,1,0,0,0,1,0,16.0
464,H007,50.0,114.630721,-28.623158,4/2/16,1616.0,Hospital,0,0,0,0,2,0,16.0
465,1050214,70.0,115.858745,-32.210216,4/2/16,924.0,Medical,0,0,2,0,0,0,16.0
467,H007,50.0,118.364254,-20.658858,5/2/16,1415.0,Medical,0,0,0,0,1,0,16.0
468,1010001,60.0,115.922254,-32.155269,5/2/16,4.0,Medical,0,0,0,1,0,0,16.0
470,H005,60.0,116.345597,-31.825227,5/2/16,930.0,Hospital,0,0,0,1,0,0,16.0
472,1280306,60.0,115.804116,-31.934319,5/2/16,900.0,Hospital,0,0,0,0,2,0,16.0
473,1030953,60.0,115.855873,-32.128261,5/2/16,1650.0,Medical,0,0,0,0,2,0,16.0
474,1090564,60.0,115.924816,-31.855642,5/2/16,1630.0,Medical,0,0,0,0,2,0,16.0
475,1250059,60.0,115.865217,-31.919826,5/2/16,800.0,Medical,1,0,0,0,1,0,16.0
476,H027,70.0,115.921771,-31.974322,5/2/16,1715.0,Medical,0,0,0,0,2,0,16.0
477,H561,60.0,115.821106,-31.901343,5/2/16,1830.0,Medical,0,0,0,0,2,0,16.0
478,H016,80.0,115.800277,-31.87629,5/2/16,1735.0,Medical,0,0,0,0,3,0,16.0
480,1250071,60.0,115.774781,-31.913373,5/2/16,1520.0,Medical,0,0,0,0,2,0,16.0
481,H008,60.0,118.051953,-34.858524,5/2/16,2110.0,Medical,0,0,0,0,1,0,16.0
484,8130144,50.0,118.615187,-20.406118,6/2/16,50.0,Medical,0,0,0,0,1,0,16.0
486,H014,40.0,115.776775,-31.984702,6/2/16,1040.0,Medical,0,0,0,0,1,0,16.0
488,H036,60.0,115.758355,-31.904187,6/2/16,2245.0,Fatal,0,0,0,1,1,0,16.0
489,M045,50.0,115.628611,-31.382493,6/2/16,1343.0,Hospital,0,0,0,0,2,0,16.0
490,1101403,70.0,115.866512,-31.832274,6/2/16,1500.0,Hospital,0,0,0,0,2,0,16.0
491,H015,80.0,115.855733,-32.120412,6/2/16,1630.0,Medical,0,0,0,0,2,0,16.0
492,1120017,60.0,115.904909,-31.892741,6/2/16,1830.0,Medical,0,0,0,0,1,0,16.0
493,1250017,60.0,115.859837,-31.923917,6/2/16,1515.0,Medical,0,0,0,0,3,0,16.0
494,H013,60.0,115.767271,-32.04094,6/2/16,1930.0,Medical,0,0,0,0,2,0,16.0
495,H021,70.0,115.775112,-31.857315,6/2/16,905.0,Medical,0,0,0,0,2,0,16.0
496,1251027,30.0,115.757039,-31.897831,6/2/16,1115.0,Medical,0,0,0,0,2,0,16.0
497,1250025,70.0,115.794526,-31.915787,6/2/16,2315.0,Medical,0,0,0,0,1,0,16.0
499,2051104,60.0,115.316759,-33.656772,6/2/16,2330.0,Medical,0,0,0,0,1,0,16.0
500,H026,60.0,115.87679,-31.947162,6/2/16,,Medical,0,0,0,0,2,0,16.0
502,1250061,60.0,115.819467,-31.914071,7/2/16,1226.0,Fatal,0,0,0,0,1,0,16.0
503,H005,60.0,116.451499,-31.752689,7/2/16,46.0,Hospital,0,0,0,0,1,0,16.0
504,H017,70.0,116.006267,-32.029734,7/2/16,2350.0,Hospital,0,0,0,0,2,0,16.0
505,H014,40.0,115.802612,-31.979307,7/2/16,1150.0,Medical,0,0,0,0,2,0,16.0
506,1040044,60.0,115.935102,-32.096587,7/2/16,2000.0,Hospital,0,0,0,0,2,0,16.0
507,1090023,60.0,116.055848,-31.647258,7/2/16,2300.0,Medical,0,0,0,0,1,0,16.0
508,1240006,60.0,115.818207,-31.964669,7/2/16,1000.0,Medical,0,0,0,0,2,0,16.0
511,H028,60.0,115.83769,-31.888965,8/2/16,1630.0,Hospital,0,0,0,1,0,0,16.0
512,1090502,60.0,115.988962,-31.846051,8/2/16,621.0,Medical,0,0,0,0,2,0,16.0
514,6040120,50.0,121.883628,-33.861651,8/2/16,2000.0,Medical,0,0,0,0,1,0,16.0
517,H012,60.0,115.835783,-32.04602,8/2/16,830.0,Medical,0,0,0,0,2,0,16.0
518,H023,70.0,115.863705,-32.126931,8/2/16,1750.0,Medical,0,0,0,0,3,0,16.0
519,H028,60.0,115.787168,-31.882363,8/2/16,1700.0,Medical,0,0,0,0,3,0,16.0
520,M074,70.0,115.741443,-32.544333,8/2/16,1515.0,Medical,0,0,0,0,1,0,16.0
522,H023,70.0,115.869087,-32.127974,8/2/16,745.0,Medical,0,0,0,0,2,0,16.0
523,1300282,40.0,115.869649,-31.943824,8/2/16,1600.0,Hospital,0,0,0,1,1,0,16.0
525,H002,60.0,115.793503,-32.058074,8/2/16,825.0,Medical,0,0,0,0,2,0,16.0
526,1120002,60.0,115.894225,-31.915029,8/2/16,1946.0,Hospital,0,0,0,0,5,0,16.0
528,1100250,60.0,115.802014,-31.707988,8/2/16,1620.0,Medical,0,0,0,0,1,0,16.0
529,H018,70.0,116.027069,-31.867811,8/2/16,740.0,Medical,0,0,0,0,2,0,16.0
530,M043,60.0,115.15238,-33.636752,8/2/16,1240.0,Hospital,0,0,0,0,2,0,16.0
531,1300203,40.0,115.873311,-31.941098,8/2/16,610.0,Medical,0,0,0,0,1,0,16.0
532,H002,60.0,115.793779,-32.063838,9/2/16,835.0,Medical,0,0,0,0,3,0,16.0
534,1240042,40.0,115.86078,-31.953545,9/2/16,850.0,Hospital,0,0,0,1,0,0,16.0
536,1270015,60.0,115.805054,-31.952829,9/2/16,1120.0,Hospital,0,1,0,0,1,0,16.0
537,1300282,40.0,115.869649,-31.943824,9/2/16,1600.0,Medical,0,0,0,1,1,0,16.0
539,1090838,60.0,116.005301,-31.775482,9/2/16,755.0,Medical,0,0,0,0,2,0,16.0
542,H026,60.0,115.918219,-31.924222,9/2/16,1545.0,Medical,0,0,0,0,2,0,16.0
543,H035,60.0,115.821041,-31.822444,9/2/16,850.0,Medical,0,0,0,0,3,0,16.0
544,H015,80.0,115.846708,-31.963502,9/2/16,1550.0,Medical,0,0,0,0,1,0,16.0
545,H027,70.0,115.968233,-32.001088,9/2/16,915.0,Medical,0,0,0,0,2,0,16.0
546,H035,60.0,115.820519,-31.813183,9/2/16,1520.0,Medical,0,0,0,0,2,0,16.0
547,1300280,40.0,115.858562,-31.935601,9/2/16,815.0,Hospital,0,0,0,0,3,0,16.0
548,1141104,70.0,115.893354,-32.072469,9/2/16,1505.0,Medical,0,0,0,0,2,0,16.0
549,H029,60.0,115.751783,-31.770156,9/2/16,855.0,Medical,0,0,0,0,2,0,16.0
554,1010033,60.0,115.984457,-32.148085,10/2/16,849.0,Medical,0,0,0,0,1,0,16.0
555,H069,70.0,115.868327,-31.795417,10/2/16,745.0,Medical,0,0,0,0,3,0,16.0
556,1300287,60.0,115.84597,-31.938797,10/2/16,855.0,Hospital,0,0,0,1,2,0,16.0
557,H590,70.0,115.784461,-31.820615,10/2/16,1600.0,Medical,0,0,1,0,1,0,16.0
559,H014,40.0,115.817962,-31.975643,10/2/16,900.0,Medical,0,0,0,0,2,0,16.0
562,H016,80.0,115.797984,-31.848957,10/2/16,835.0,Medical,0,1,0,0,2,0,16.0
563,H036,60.0,115.758094,-31.913731,10/2/16,1450.0,Medical,0,0,0,0,3,0,16.0
564,H014,40.0,115.782911,-31.982714,10/2/16,1504.0,Medical,0,0,0,0,4,0,16.0
566,H012,60.0,115.822322,-32.046135,10/2/16,914.0,Medical,0,0,0,0,2,0,16.0
568,1260001,60.0,115.88673,-32.012407,10/2/16,1440.0,Medical,0,0,0,0,2,0,16.0
571,1140014,70.0,115.95144,-31.986701,11/2/16,530.0,Medical,0,0,0,0,2,0,16.0
572,1251027,30.0,115.756438,-31.893525,11/2/16,1950.0,Hospital,0,0,0,1,1,0,16.0
573,H035,60.0,115.841476,-31.898816,11/2/16,840.0,Hospital,0,0,0,0,1,1,16.0
574,H058,80.0,115.6863,-33.387229,11/2/16,930.0,Medical,0,0,0,0,2,0,16.0
576,H001,50.0,117.864609,-35.002314,11/2/16,1000.0,Medical,0,0,0,0,1,0,16.0
578,1250001,60.0,115.813358,-31.845244,11/2/16,720.0,Medical,0,1,0,0,2,0,16.0
580,H006,50.0,116.017961,-31.648453,11/2/16,1530.0,Medical,0,0,0,0,2,0,16.0
583,H029,60.0,115.764302,-31.834907,11/2/16,2000.0,Medical,0,0,0,0,2,0,16.0
585,M074,70.0,115.746975,-32.528305,11/2/16,1520.0,Medical,0,0,0,0,3,0,16.0
586,H015,80.0,115.855765,-32.119514,11/2/16,1620.0,Medical,0,0,0,1,1,0,16.0
587,1070004,60.0,115.777152,-32.276933,11/2/16,1530.0,Medical,0,0,0,0,2,0,16.0
588,H036,60.0,115.760332,-31.99526,11/2/16,830.0,Medical,0,1,0,0,4,0,16.0
589,1250010,60.0,115.877456,-31.911662,11/2/16,750.0,Hospital,0,0,0,1,0,0,16.0
592,H015,80.0,115.814213,-32.561535,12/2/16,1800.0,Hospital,0,0,0,0,1,0,16.0
593,1011153,60.0,115.980211,-32.161681,12/2/16,1626.0,Medical,0,0,0,0,2,0,16.0
594,H012,60.0,115.872152,-32.042658,12/2/16,1458.0,Medical,0,0,0,0,3,0,16.0
596,1090502,60.0,115.999851,-31.805142,12/2/16,1400.0,Medical,0,0,0,0,4,0,16.0
598,1310003,70.0,115.813976,-31.833786,12/2/16,1500.0,Medical,0,0,0,0,2,0,16.0
599,1190007,60.0,115.822288,-32.039892,12/2/16,1530.0,Medical,0,0,0,0,2,0,16.0
600,H622,60.0,115.848483,-32.078732,12/2/16,2015.0,Medical,0,0,0,0,2,0,16.0
601,H001,50.0,115.977573,-32.048562,12/2/16,745.0,Medical,0,0,0,0,2,0,16.0
602,1141013,70.0,115.888337,-32.038724,12/2/16,1545.0,Medical,0,0,0,0,3,0,16.0
603,H014,40.0,115.752303,-32.028679,12/2/16,1730.0,Medical,1,0,0,1,0,0,16.0
604,1100168,60.0,115.854355,-31.820966,12/2/16,1830.0,Medical,0,0,0,0,2,0,16.0
605,H012,60.0,115.849076,-32.046215,12/2/16,1526.0,Hospital,1,0,0,0,1,0,16.0
608,1030503,60.0,115.836577,-32.114821,12/2/16,1115.0,Medical,0,0,0,0,2,0,16.0
609,H016,80.0,115.848351,-31.943073,12/2/16,1445.0,Medical,0,0,0,0,2,0,16.0
610,H025,60.0,115.761237,-32.078157,12/2/16,845.0,Medical,0,0,0,0,2,0,16.0
612,H057,60.0,115.715981,-33.324506,13/2/16,1720.0,Medical,0,0,0,0,3,0,16.0
614,H012,60.0,115.843057,-32.046049,13/2/16,1000.0,Medical,0,0,0,0,5,0,16.0
616,1311665,70.0,115.767555,-31.752378,13/2/16,1145.0,Medical,0,0,0,0,2,0,16.0
618,1190003,60.0,115.815703,-32.040841,14/2/16,1325.0,Hospital,0,0,0,1,0,0,16.0
619,1141017,60.0,115.93334,-32.042594,14/2/16,1725.0,Medical,0,0,0,0,2,0,16.0
623,1010004,60.0,116.011579,-32.103372,15/2/16,823.0,Medical,0,0,0,0,3,0,16.0
625,1300287,60.0,115.846627,-31.936418,15/2/16,1030.0,Medical,0,0,0,0,2,0,16.0
627,1030007,60.0,115.807601,-32.10895,15/2/16,1210.0,Medical,0,0,0,0,3,0,16.0
628,2120353,60.0,115.762225,-32.531878,15/2/16,820.0,Medical,0,0,0,0,2,0,16.0
629,1090502,60.0,116.000222,-31.806285,15/2/16,1130.0,Medical,0,0,0,0,3,0,16.0
631,H032,60.0,115.786348,-32.063347,15/2/16,1715.0,Medical,0,0,0,0,6,0,16.0
632,H002,60.0,115.794484,-32.118009,15/2/16,1720.0,Hospital,0,0,0,0,2,0,16.0
634,H018,70.0,116.025193,-31.898264,15/2/16,645.0,Medical,0,0,1,0,1,0,16.0
636,1040002,60.0,115.933892,-32.057721,15/2/16,800.0,Medical,0,0,0,0,2,0,16.0
637,H027,70.0,115.92511,-31.977203,15/2/16,1700.0,Hospital,1,0,0,0,1,0,16.0
640,H027,70.0,115.932515,-31.983705,15/2/16,900.0,Medical,0,0,0,0,2,0,16.0
641,H002,60.0,115.79128,-32.074725,15/2/16,830.0,Medical,0,0,0,0,2,0,16.0
642,H013,60.0,115.78891,-32.035267,15/2/16,2030.0,Medical,0,0,0,0,1,1,16.0
643,M037,40.0,116.157918,-33.361262,15/2/16,1510.0,Medical,0,0,0,1,1,0,16.0
644,1060001,60.0,116.043405,-31.885942,16/2/16,1500.0,Hospital,0,0,0,0,1,0,16.0
646,H032,60.0,115.861556,-32.065794,16/2/16,830.0,Hospital,0,0,0,0,3,0,16.0
647,H016,80.0,115.788931,-31.831434,16/2/16,1445.0,Medical,0,0,0,0,2,0,16.0
648,H028,60.0,115.844147,-31.888952,16/2/16,1730.0,Medical,0,0,0,0,2,0,16.0
649,H005,60.0,115.952688,-31.925136,16/2/16,2005.0,Medical,0,0,1,0,1,0,16.0
650,1030007,60.0,115.808245,-32.121817,16/2/16,1430.0,Medical,0,0,0,0,2,0,16.0
652,H001,50.0,115.999043,-32.063572,16/2/16,1640.0,Medical,0,0,0,0,2,0,16.0
653,1140585,60.0,115.921986,-31.994,16/2/16,1205.0,Medical,0,0,0,0,2,0,16.0
654,H026,60.0,115.921226,-31.923719,16/2/16,700.0,Medical,0,0,0,0,2,0,16.0
656,1010038,70.0,116.00656,-32.102979,16/2/16,1520.0,Medical,0,0,0,0,2,0,16.0
657,H057,60.0,115.798513,-32.654487,16/2/16,1840.0,Medical,0,0,0,0,2,0,16.0
659,H016,80.0,115.792219,-31.836192,16/2/16,1445.0,Medical,0,0,0,0,2,0,16.0
660,1070006,60.0,115.737002,-32.306563,16/2/16,728.0,Medical,1,0,0,0,1,0,16.0
661,M037,40.0,116.214339,-33.37418,16/2/16,1815.0,Fatal,0,0,0,1,1,0,16.0
662,H006,50.0,116.805725,-30.018457,16/2/16,1200.0,Fatal,0,0,0,0,1,0,16.0
663,1280569,60.0,115.836016,-31.94072,16/2/16,1835.0,Hospital,0,0,0,0,1,1,16.0
665,H021,70.0,115.98671,-31.863683,17/2/16,830.0,Medical,0,0,0,0,3,0,16.0
668,1250050,60.0,115.873592,-31.932748,17/2/16,1830.0,Medical,1,0,0,0,1,0,16.0
669,H027,70.0,115.921342,-31.974063,17/2/16,2105.0,Medical,0,0,0,0,2,0,16.0
670,H016,80.0,115.840982,-31.939257,17/2/16,1600.0,Medical,0,0,0,0,2,0,16.0
672,H026,60.0,115.87679,-31.947162,17/2/16,840.0,Medical,0,0,0,0,2,0,16.0
673,M074,70.0,115.706096,-32.54941,17/2/16,750.0,Medical,0,0,0,1,1,0,16.0
674,1130002,60.0,115.946612,-31.97136,17/2/16,1400.0,Hospital,0,0,0,0,2,0,16.0
676,1010336,80.0,115.90627,-32.158219,17/2/16,650.0,Hospital,0,0,0,1,1,0,16.0
677,H017,70.0,115.956779,-32.147599,17/2/16,1651.0,Medical,0,0,0,0,2,0,16.0
678,H015,80.0,115.827246,-32.328034,17/2/16,1532.0,Medical,0,0,0,0,1,0,16.0
679,5020150,70.0,116.074749,-31.557089,17/2/16,930.0,Medical,0,0,0,0,1,0,16.0
681,1250050,60.0,115.880173,-31.926215,18/2/16,1745.0,Medical,0,0,0,0,2,0,16.0
682,H001,50.0,117.570835,-34.444852,18/2/16,1200.0,Medical,0,0,0,0,0,0,16.0
684,1030503,60.0,115.862389,-32.093403,18/2/16,1337.0,Hospital,0,0,0,0,2,0,16.0
685,H020,70.0,115.856226,-31.944574,18/2/16,1730.0,Medical,0,0,0,0,2,0,16.0
686,H016,80.0,115.801628,-31.864357,18/2/16,740.0,Medical,0,0,0,0,3,0,16.0
687,H016,80.0,115.780774,-31.782671,18/2/16,1605.0,Medical,0,0,0,0,3,0,16.0
688,H015,80.0,115.850406,-32.10293,18/2/16,1740.0,Medical,0,0,0,0,2,0,16.0
689,H005,60.0,117.766316,-31.628587,18/2/16,748.0,Medical,0,0,0,0,2,0,16.0
690,1240007,60.0,115.839942,-31.944935,18/2/16,1415.0,Medical,0,0,0,0,1,0,16.0
691,1300277,40.0,115.870816,-31.936585,18/2/16,1520.0,Medical,0,0,0,1,1,0,16.0
692,1300280,40.0,115.858325,-31.936485,18/2/16,1340.0,Medical,0,0,0,0,2,0,16.0
693,H057,60.0,115.731504,-33.318915,18/2/16,1129.0,Hospital,0,0,0,0,2,0,16.0
694,1180004,60.0,115.779632,-32.056555,18/2/16,1025.0,Medical,0,0,0,0,1,0,16.0
695,H038,70.0,115.817841,-32.2281,18/2/16,610.0,Hospital,0,0,0,0,2,0,16.0
696,1100168,60.0,115.85523,-31.848658,19/2/16,808.0,Medical,0,0,0,0,4,0,16.0
699,2040556,60.0,115.642306,-33.359287,19/2/16,1100.0,Medical,0,0,0,0,2,0,16.0
700,1120004,60.0,115.882508,-31.90639,19/2/16,1055.0,Medical,0,0,0,0,2,0,16.0
703,1300333,60.0,115.82771,-31.921732,19/2/16,745.0,Medical,0,0,0,0,3,0,16.0
704,1300280,40.0,115.857326,-31.938144,19/2/16,700.0,Medical,0,0,0,1,1,0,16.0
705,H069,70.0,115.805383,-31.782752,19/2/16,900.0,Medical,0,0,0,0,4,0,16.0
706,1311287,60.0,115.78901,-31.798669,19/2/16,1810.0,Medical,0,0,0,0,3,0,16.0
707,2120397,60.0,115.747608,-32.510924,19/2/16,1715.0,Medical,0,0,0,0,2,0,16.0
708,1240007,60.0,115.841941,-31.943342,19/2/16,1915.0,Medical,0,0,0,0,2,0,16.0
709,1080200,70.0,115.972769,-32.207031,19/2/16,2130.0,Medical,0,0,0,0,2,0,16.0
711,H015,80.0,115.857426,-32.017295,19/2/16,1600.0,Medical,0,0,0,0,2,0,16.0
712,1020002,70.0,116.029357,-32.009989,19/2/16,1538.0,Hospital,0,0,0,0,2,0,16.0
713,1141104,70.0,115.906138,-32.080397,19/2/16,1545.0,Medical,0,0,0,0,5,0,16.0
714,H036,60.0,115.760775,-31.939831,19/2/16,1153.0,Medical,0,0,0,0,2,0,16.0
715,1290077,60.0,115.896142,-31.985246,19/2/16,1359.0,Hospital,0,0,0,1,1,0,16.0
